file_name	sample_id	condition	patient_id	stim_type	cluster
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_GMP.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	GMP
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_HSC.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	HSC
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Immature B.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Immature B
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Mature CD4+ T.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Memory CD4+ T
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Mature CD8+ T.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Memory CD8+ T
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Mature CD38lo B.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Mature CD38lo B
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Mature CD38mid B.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Mature CD38mid B
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Megakaryocyte.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Megakaryocyte
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_MEP.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	MEP
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_MPP.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	MPP
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Myelocyte.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Myelocyte
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Naive CD4+ T.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Naive CD4+ T
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Naive CD8+ T.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Naive CD8+ T
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_NK.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	NK
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Plasma cell.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Plasma cell
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Plasmacytoid DC.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Plasmacytoid DC
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Platelet.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Platelet
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Pre-B I.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Pre-B I
Marrow1_25_Dasatinib+PVO4.fcs_spill_applied_Marrow1_25_Dasatinib+PVO4.fcs - Marrow1_25_Dasatinib+PVO4.fcs_Pre-B II.txt	M1_25_Dasatinib_PVO4	stim	marrow1	Dasatinib_PVO4	Pre-B II
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_CD11b- Monocyte.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	CD11b- Monocyte
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_CD11bhi Monocyte.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	CD11bhi Monocyte
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_CD11bmid Monocyte.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	CD11bmid Monocyte
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_CMP.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	CMP
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Erythroblast.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Erythroblast
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_GMP.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	GMP
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_HSC.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	HSC
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Immature B.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Immature B
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Mature CD4+ T.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Memory CD4+ T
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Mature CD8+ T.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Memory CD8+ T
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Mature CD38lo B.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Mature CD38lo B
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Mature CD38mid B.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Mature CD38mid B
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Megakaryocyte.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Megakaryocyte
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_MEP.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	MEP
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_MPP.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	MPP
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Myelocyte.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Myelocyte
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Naive CD4+ T.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Naive CD4+ T
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Naive CD8+ T.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Naive CD8+ T
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_NK.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	NK
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Plasma cell.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Plasma cell
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Plasmacytoid DC.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Plasmacytoid DC
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Platelet.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Platelet
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Pre-B I.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Pre-B I
Marrow1_26_JAKi+Basal.fcs_spill_applied_Marrow1_26_JAKi+Basal.fcs - Marrow1_26_JAKi+Basal.fcs_Pre-B II.txt	M1_26_JAKi_Basal	stim	marrow1	JAKi_Basal	Pre-B II
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_CD11b- Monocyte.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	CD11b- Monocyte
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_CD11bhi Monocyte.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	CD11bhi Monocyte
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_CD11bmid Monocyte.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	CD11bmid Monocyte
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_CMP.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	CMP
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Erythroblast.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Erythroblast
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_GMP.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	GMP
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_HSC.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	HSC
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Immature B.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Immature B
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Mature CD4+ T.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Memory CD4+ T
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Mature CD8+ T.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Memory CD8+ T
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Mature CD38lo B.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Mature CD38lo B
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Mature CD38mid B.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Mature CD38mid B
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Megakaryocyte.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Megakaryocyte
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_MEP.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	MEP
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_MPP.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	MPP
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Myelocyte.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Myelocyte
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Naive CD4+ T.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Naive CD4+ T
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Naive CD8+ T.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Naive CD8+ T
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_NK.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	NK
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Plasma cell.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Plasma cell
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Plasmacytoid DC.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Plasmacytoid DC
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Platelet.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Platelet
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Pre-B I.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Pre-B I
Marrow1_27_JAKi+GCSF.fcs_spill_applied_Marrow1_27_JAKi+GCSF.fcs - Marrow1_27_JAKi+GCSF.fcs_Pre-B II.txt	M1_27_JAKi_GCSF	stim	marrow1	JAKi_GCSF	Pre-B II
Marrow2_01_Basal1.fcs_spill_applied_CD11b- Monocyte.txt	M2_01_Basal1	unstim	marrow2	Basal1	CD11b- Monocyte
Marrow2_01_Basal1.fcs_spill_applied_CD11bhi Monocyte.txt	M2_01_Basal1	unstim	marrow2	Basal1	CD11bhi Monocyte
Marrow2_01_Basal1.fcs_spill_applied_CD11bmid Monocyte.txt	M2_01_Basal1	unstim	marrow2	Basal1	CD11bmid Monocyte
Marrow2_01_Basal1.fcs_spill_applied_CMP.txt	M2_01_Basal1	unstim	marrow2	Basal1	CMP
Marrow2_01_Basal1.fcs_spill_applied_Erythroblast.txt	M2_01_Basal1	unstim	marrow2	Basal1	Erythroblast
Marrow2_01_Basal1.fcs_spill_applied_GMP.txt	M2_01_Basal1	unstim	marrow2	Basal1	GMP
Marrow2_01_Basal1.fcs_spill_applied_HSC.txt	M2_01_Basal1	unstim	marrow2	Basal1	HSC
Marrow2_01_Basal1.fcs_spill_applied_Immature B.txt	M2_01_Basal1	unstim	marrow2	Basal1	Immature B
Marrow2_01_Basal1.fcs_spill_applied_Mature CD4+ T.txt	M2_01_Basal1	unstim	marrow2	Basal1	Memory CD4+ T
Marrow2_01_Basal1.fcs_spill_applied_Mature CD8+ T.txt	M2_01_Basal1	unstim	marrow2	Basal1	Memory CD8+ T
Marrow2_01_Basal1.fcs_spill_applied_Mature CD38lo B.txt	M2_01_Basal1	unstim	marrow2	Basal1	Mature CD38lo B
Marrow2_01_Basal1.fcs_spill_applied_Mature CD38mid B.txt	M2_01_Basal1	unstim	marrow2	Basal1	Mature CD38mid B
Marrow2_01_Basal1.fcs_spill_applied_Megakaryocyte.txt	M2_01_Basal1	unstim	marrow2	Basal1	Megakaryocyte
Marrow2_01_Basal1.fcs_spill_applied_MEP.txt	M2_01_Basal1	unstim	marrow2	Basal1	MEP
Marrow2_01_Basal1.fcs_spill_applied_MPP.txt	M2_01_Basal1	unstim	marrow2	Basal1	MPP
Marrow2_01_Basal1.fcs_spill_applied_Myelocyte.txt	M2_01_Basal1	unstim	marrow2	Basal1	Myelocyte
Marrow2_01_Basal1.fcs_spill_applied_Naive CD4+ T.txt	M2_01_Basal1	unstim	marrow2	Basal1	Naive CD4+ T
Marrow2_01_Basal1.fcs_spill_applied_Naive CD8+ T.txt	M2_01_Basal1	unstim	marrow2	Basal1	Naive CD8+ T
Marrow2_01_Basal1.fcs_spill_applied_NK.txt	M2_01_Basal1	unstim	marrow2	Basal1	NK
Marrow2_01_Basal1.fcs_spill_applied_Plasma cell.txt	M2_01_Basal1	unstim	marrow2	Basal1	Plasma cell
Marrow2_01_Basal1.fcs_spill_applied_Plasmacytoid DC.txt	M2_01_Basal1	unstim	marrow2	Basal1	Plasmacytoid DC
Marrow2_01_Basal1.fcs_spill_applied_Platelet.txt	M2_01_Basal1	unstim	marrow2	Basal1	Platelet
Marrow2_01_Basal1.fcs_spill_applied_Pre-B I.txt	M2_01_Basal1	unstim	marrow2	Basal1	Pre-B I
Marrow2_01_Basal1.fcs_spill_applied_Pre-B II.txt	M2_01_Basal1	unstim	marrow2	Basal1	Pre-B II
Marrow2_02_Basal2.fcs_spill_applied_CD11b- Monocyte.txt	M2_02_Basal2	unstim	marrow2	Basal2	CD11b- Monocyte
Marrow2_02_Basal2.fcs_spill_applied_CD11bhi Monocyte.txt	M2_02_Basal2	unstim	marrow2	Basal2	CD11bhi Monocyte
Marrow2_02_Basal2.fcs_spill_applied_CD11bmid Monocyte.txt	M2_02_Basal2	unstim	marrow2	Basal2	CD11bmid Monocyte
Marrow2_02_Basal2.fcs_spill_applied_CMP.txt	M2_02_Basal2	unstim	marrow2	Basal2	CMP
Marrow2_02_Basal2.fcs_spill_applied_Erythroblast.txt	M2_02_Basal2	unstim	marrow2	Basal2	Erythroblast
Marrow2_02_Basal2.fcs_spill_applied_GMP.txt	M2_02_Basal2	unstim	marrow2	Basal2	GMP
Marrow2_02_Basal2.fcs_spill_applied_HSC.txt	M2_02_Basal2	unstim	marrow2	Basal2	HSC
Marrow2_02_Basal2.fcs_spill_applied_Immature B.txt	M2_02_Basal2	unstim	marrow2	Basal2	Immature B
Marrow2_02_Basal2.fcs_spill_applied_Mature CD4+ T.txt	M2_02_Basal2	unstim	marrow2	Basal2	Memory CD4+ T
Marrow2_02_Basal2.fcs_spill_applied_Mature CD8+ T.txt	M2_02_Basal2	unstim	marrow2	Basal2	Memory CD8+ T
Marrow2_02_Basal2.fcs_spill_applied_Mature CD38lo B.txt	M2_02_Basal2	unstim	marrow2	Basal2	Mature CD38lo B
Marrow2_02_Basal2.fcs_spill_applied_Mature CD38mid B.txt	M2_02_Basal2	unstim	marrow2	Basal2	Mature CD38mid B
Marrow2_02_Basal2.fcs_spill_applied_Megakaryocyte.txt	M2_02_Basal2	unstim	marrow2	Basal2	Megakaryocyte
Marrow2_02_Basal2.fcs_spill_applied_MEP.txt	M2_02_Basal2	unstim	marrow2	Basal2	MEP
Marrow2_02_Basal2.fcs_spill_applied_MPP.txt	M2_02_Basal2	unstim	marrow2	Basal2	MPP
Marrow2_02_Basal2.fcs_spill_applied_Myelocyte.txt	M2_02_Basal2	unstim	marrow2	Basal2	Myelocyte
Marrow2_02_Basal2.fcs_spill_applied_Naive CD4+ T.txt	M2_02_Basal2	unstim	marrow2	Basal2	Naive CD4+ T
Marrow2_02_Basal2.fcs_spill_applied_Naive CD8+ T.txt	M2_02_Basal2	unstim	marrow2	Basal2	Naive CD8+ T
Marrow2_02_Basal2.fcs_spill_applied_NK.txt	M2_02_Basal2	unstim	marrow2	Basal2	NK
Marrow2_02_Basal2.fcs_spill_applied_Plasma cell.txt	M2_02_Basal2	unstim	marrow2	Basal2	Plasma cell
Marrow2_02_Basal2.fcs_spill_applied_Plasmacytoid DC.txt	M2_02_Basal2	unstim	marrow2	Basal2	Plasmacytoid DC
Marrow2_02_Basal2.fcs_spill_applied_Platelet.txt	M2_02_Basal2	unstim	marrow2	Basal2	Platelet
Marrow2_02_Basal2.fcs_spill_applied_Pre-B I.txt	M2_02_Basal2	unstim	marrow2	Basal2	Pre-B I
Marrow2_02_Basal2.fcs_spill_applied_Pre-B II.txt	M2_02_Basal2	unstim	marrow2	Basal2	Pre-B II
Marrow2_03_Basal3.fcs_spill_applied_CD11b- Monocyte.txt	M2_03_Basal3	unstim	marrow2	Basal3	CD11b- Monocyte
Marrow2_03_Basal3.fcs_spill_applied_CD11bhi Monocyte.txt	M2_03_Basal3	unstim	marrow2	Basal3	CD11bhi Monocyte
Marrow2_03_Basal3.fcs_spill_applied_CD11bmid Monocyte.txt	M2_03_Basal3	unstim	marrow2	Basal3	CD11bmid Monocyte
Marrow2_03_Basal3.fcs_spill_applied_CMP.txt	M2_03_Basal3	unstim	marrow2	Basal3	CMP
Marrow2_03_Basal3.fcs_spill_applied_Erythroblast.txt	M2_03_Basal3	unstim	marrow2	Basal3	Erythroblast
Marrow2_03_Basal3.fcs_spill_applied_GMP.txt	M2_03_Basal3	unstim	marrow2	Basal3	GMP
Marrow2_03_Basal3.fcs_spill_applied_HSC.txt	M2_03_Basal3	unstim	marrow2	Basal3	HSC
Marrow2_03_Basal3.fcs_spill_applied_Immature B.txt	M2_03_Basal3	unstim	marrow2	Basal3	Immature B
Marrow2_03_Basal3.fcs_spill_applied_Mature CD4+ T.txt	M2_03_Basal3	unstim	marrow2	Basal3	Memory CD4+ T
Marrow2_03_Basal3.fcs_spill_applied_Mature CD8+ T.txt	M2_03_Basal3	unstim	marrow2	Basal3	Memory CD8+ T
Marrow2_03_Basal3.fcs_spill_applied_Mature CD38lo B.txt	M2_03_Basal3	unstim	marrow2	Basal3	Mature CD38lo B
Marrow2_03_Basal3.fcs_spill_applied_Mature CD38mid B.txt	M2_03_Basal3	unstim	marrow2	Basal3	Mature CD38mid B
Marrow2_03_Basal3.fcs_spill_applied_Megakaryocyte.txt	M2_03_Basal3	unstim	marrow2	Basal3	Megakaryocyte
Marrow2_03_Basal3.fcs_spill_applied_MEP.txt	M2_03_Basal3	unstim	marrow2	Basal3	MEP
Marrow2_03_Basal3.fcs_spill_applied_MPP.txt	M2_03_Basal3	unstim	marrow2	Basal3	MPP
Marrow2_03_Basal3.fcs_spill_applied_Myelocyte.txt	M2_03_Basal3	unstim	marrow2	Basal3	Myelocyte
Marrow2_03_Basal3.fcs_spill_applied_Naive CD4+ T.txt	M2_03_Basal3	unstim	marrow2	Basal3	Naive CD4+ T
Marrow2_03_Basal3.fcs_spill_applied_Naive CD8+ T.txt	M2_03_Basal3	unstim	marrow2	Basal3	Naive CD8+ T
Marrow2_03_Basal3.fcs_spill_applied_NK.txt	M2_03_Basal3	unstim	marrow2	Basal3	NK
Marrow2_03_Basal3.fcs_spill_applied_Plasma cell.txt	M2_03_Basal3	unstim	marrow2	Basal3	Plasma cell
Marrow2_03_Basal3.fcs_spill_applied_Plasmacytoid DC.txt	M2_03_Basal3	unstim	marrow2	Basal3	Plasmacytoid DC
Marrow2_03_Basal3.fcs_spill_applied_Platelet.txt	M2_03_Basal3	unstim	marrow2	Basal3	Platelet
Marrow2_03_Basal3.fcs_spill_applied_Pre-B I.txt	M2_03_Basal3	unstim	marrow2	Basal3	Pre-B I
Marrow2_03_Basal3.fcs_spill_applied_Pre-B II.txt	M2_03_Basal3	unstim	marrow2	Basal3	Pre-B II
Marrow2_04_Basal4.fcs_spill_applied_CD11b- Monocyte.txt	M2_04_Basal4	unstim	marrow2	Basal4	CD11b- Monocyte
Marrow2_04_Basal4.fcs_spill_applied_CD11bhi Monocyte.txt	M2_04_Basal4	unstim	marrow2	Basal4	CD11bhi Monocyte
Marrow2_04_Basal4.fcs_spill_applied_CD11bmid Monocyte.txt	M2_04_Basal4	unstim	marrow2	Basal4	CD11bmid Monocyte
Marrow2_04_Basal4.fcs_spill_applied_CMP.txt	M2_04_Basal4	unstim	marrow2	Basal4	CMP
Marrow2_04_Basal4.fcs_spill_applied_Erythroblast.txt	M2_04_Basal4	unstim	marrow2	Basal4	Erythroblast
Marrow2_04_Basal4.fcs_spill_applied_GMP.txt	M2_04_Basal4	unstim	marrow2	Basal4	GMP
Marrow2_04_Basal4.fcs_spill_applied_HSC.txt	M2_04_Basal4	unstim	marrow2	Basal4	HSC
Marrow2_04_Basal4.fcs_spill_applied_Immature B.txt	M2_04_Basal4	unstim	marrow2	Basal4	Immature B
Marrow2_04_Basal4.fcs_spill_applied_Mature CD4+ T.txt	M2_04_Basal4	unstim	marrow2	Basal4	Memory CD4+ T
Marrow2_04_Basal4.fcs_spill_applied_Mature CD8+ T.txt	M2_04_Basal4	unstim	marrow2	Basal4	Memory CD8+ T
Marrow2_04_Basal4.fcs_spill_applied_Mature CD38lo B.txt	M2_04_Basal4	unstim	marrow2	Basal4	Mature CD38lo B
Marrow2_04_Basal4.fcs_spill_applied_Mature CD38mid B.txt	M2_04_Basal4	unstim	marrow2	Basal4	Mature CD38mid B
Marrow2_04_Basal4.fcs_spill_applied_Megakaryocyte.txt	M2_04_Basal4	unstim	marrow2	Basal4	Megakaryocyte
Marrow2_04_Basal4.fcs_spill_applied_MEP.txt	M2_04_Basal4	unstim	marrow2	Basal4	MEP
