file_name	sample_id	condition	patient_id	stim_type	cluster
Marrow2_04_Basal4.fcs_spill_applied_MPP.txt	M2_04_Basal4	unstim	marrow2	Basal4	MPP
Marrow2_04_Basal4.fcs_spill_applied_Myelocyte.txt	M2_04_Basal4	unstim	marrow2	Basal4	Myelocyte
Marrow2_04_Basal4.fcs_spill_applied_Naive CD4+ T.txt	M2_04_Basal4	unstim	marrow2	Basal4	Naive CD4+ T
Marrow2_04_Basal4.fcs_spill_applied_Naive CD8+ T.txt	M2_04_Basal4	unstim	marrow2	Basal4	Naive CD8+ T
Marrow2_04_Basal4.fcs_spill_applied_NK.txt	M2_04_Basal4	unstim	marrow2	Basal4	NK
Marrow2_04_Basal4.fcs_spill_applied_Plasma cell.txt	M2_04_Basal4	unstim	marrow2	Basal4	Plasma cell
Marrow2_04_Basal4.fcs_spill_applied_Plasmacytoid DC.txt	M2_04_Basal4	unstim	marrow2	Basal4	Plasmacytoid DC
Marrow2_04_Basal4.fcs_spill_applied_Platelet.txt	M2_04_Basal4	unstim	marrow2	Basal4	Platelet
Marrow2_04_Basal4.fcs_spill_applied_Pre-B I.txt	M2_04_Basal4	unstim	marrow2	Basal4	Pre-B I
Marrow2_04_Basal4.fcs_spill_applied_Pre-B II.txt	M2_04_Basal4	unstim	marrow2	Basal4	Pre-B II
Marrow2_05_Basal5.fcs_spill_applied_CD11b- Monocyte.txt	M2_05_Basal5	unstim	marrow2	Basal5	CD11b- Monocyte
Marrow2_05_Basal5.fcs_spill_applied_CD11bhi Monocyte.txt	M2_05_Basal5	unstim	marrow2	Basal5	CD11bhi Monocyte
Marrow2_05_Basal5.fcs_spill_applied_CD11bmid Monocyte.txt	M2_05_Basal5	unstim	marrow2	Basal5	CD11bmid Monocyte
Marrow2_05_Basal5.fcs_spill_applied_CMP.txt	M2_05_Basal5	unstim	marrow2	Basal5	CMP
Marrow2_05_Basal5.fcs_spill_applied_Erythroblast.txt	M2_05_Basal5	unstim	marrow2	Basal5	Erythroblast
Marrow2_05_Basal5.fcs_spill_applied_GMP.txt	M2_05_Basal5	unstim	marrow2	Basal5	GMP
Marrow2_05_Basal5.fcs_spill_applied_HSC.txt	M2_05_Basal5	unstim	marrow2	Basal5	HSC
Marrow2_05_Basal5.fcs_spill_applied_Immature B.txt	M2_05_Basal5	unstim	marrow2	Basal5	Immature B
Marrow2_05_Basal5.fcs_spill_applied_Mature CD4+ T.txt	M2_05_Basal5	unstim	marrow2	Basal5	Memory CD4+ T
Marrow2_05_Basal5.fcs_spill_applied_Mature CD8+ T.txt	M2_05_Basal5	unstim	marrow2	Basal5	Memory CD8+ T
Marrow2_05_Basal5.fcs_spill_applied_Mature CD38lo B.txt	M2_05_Basal5	unstim	marrow2	Basal5	Mature CD38lo B
Marrow2_05_Basal5.fcs_spill_applied_Mature CD38mid B.txt	M2_05_Basal5	unstim	marrow2	Basal5	Mature CD38mid B
Marrow2_05_Basal5.fcs_spill_applied_Megakaryocyte.txt	M2_05_Basal5	unstim	marrow2	Basal5	Megakaryocyte
Marrow2_05_Basal5.fcs_spill_applied_MEP.txt	M2_05_Basal5	unstim	marrow2	Basal5	MEP
Marrow2_05_Basal5.fcs_spill_applied_MPP.txt	M2_05_Basal5	unstim	marrow2	Basal5	MPP
Marrow2_05_Basal5.fcs_spill_applied_Myelocyte.txt	M2_05_Basal5	unstim	marrow2	Basal5	Myelocyte
Marrow2_05_Basal5.fcs_spill_applied_Naive CD4+ T.txt	M2_05_Basal5	unstim	marrow2	Basal5	Naive CD4+ T
Marrow2_05_Basal5.fcs_spill_applied_Naive CD8+ T.txt	M2_05_Basal5	unstim	marrow2	Basal5	Naive CD8+ T
Marrow2_05_Basal5.fcs_spill_applied_NK.txt	M2_05_Basal5	unstim	marrow2	Basal5	NK
Marrow2_05_Basal5.fcs_spill_applied_Plasma cell.txt	M2_05_Basal5	unstim	marrow2	Basal5	Plasma cell
Marrow2_05_Basal5.fcs_spill_applied_Plasmacytoid DC.txt	M2_05_Basal5	unstim	marrow2	Basal5	Plasmacytoid DC
Marrow2_05_Basal5.fcs_spill_applied_Platelet.txt	M2_05_Basal5	unstim	marrow2	Basal5	Platelet
Marrow2_05_Basal5.fcs_spill_applied_Pre-B I.txt	M2_05_Basal5	unstim	marrow2	Basal5	Pre-B I
Marrow2_05_Basal5.fcs_spill_applied_Pre-B II.txt	M2_05_Basal5	unstim	marrow2	Basal5	Pre-B II
Marrow2_06_BCR.fcs_spill_applied_CD11b- Monocyte.txt	M2_06_BCR	stim	marrow2	BCR	CD11b- Monocyte
Marrow2_06_BCR.fcs_spill_applied_CD11bhi Monocyte.txt	M2_06_BCR	stim	marrow2	BCR	CD11bhi Monocyte
Marrow2_06_BCR.fcs_spill_applied_CD11bmid Monocyte.txt	M2_06_BCR	stim	marrow2	BCR	CD11bmid Monocyte
Marrow2_06_BCR.fcs_spill_applied_CMP.txt	M2_06_BCR	stim	marrow2	BCR	CMP
Marrow2_06_BCR.fcs_spill_applied_Erythroblast.txt	M2_06_BCR	stim	marrow2	BCR	Erythroblast
Marrow2_06_BCR.fcs_spill_applied_GMP.txt	M2_06_BCR	stim	marrow2	BCR	GMP
Marrow2_06_BCR.fcs_spill_applied_HSC.txt	M2_06_BCR	stim	marrow2	BCR	HSC
Marrow2_06_BCR.fcs_spill_applied_Immature B.txt	M2_06_BCR	stim	marrow2	BCR	Immature B
Marrow2_06_BCR.fcs_spill_applied_Mature CD4+ T.txt	M2_06_BCR	stim	marrow2	BCR	Memory CD4+ T
Marrow2_06_BCR.fcs_spill_applied_Mature CD8+ T.txt	M2_06_BCR	stim	marrow2	BCR	Memory CD8+ T
Marrow2_06_BCR.fcs_spill_applied_Mature CD38lo B.txt	M2_06_BCR	stim	marrow2	BCR	Mature CD38lo B
Marrow2_06_BCR.fcs_spill_applied_Mature CD38mid B.txt	M2_06_BCR	stim	marrow2	BCR	Mature CD38mid B
Marrow2_06_BCR.fcs_spill_applied_Megakaryocyte.txt	M2_06_BCR	stim	marrow2	BCR	Megakaryocyte
Marrow2_06_BCR.fcs_spill_applied_MEP.txt	M2_06_BCR	stim	marrow2	BCR	MEP
Marrow2_06_BCR.fcs_spill_applied_MPP.txt	M2_06_BCR	stim	marrow2	BCR	MPP
Marrow2_06_BCR.fcs_spill_applied_Myelocyte.txt	M2_06_BCR	stim	marrow2	BCR	Myelocyte
Marrow2_06_BCR.fcs_spill_applied_Naive CD4+ T.txt	M2_06_BCR	stim	marrow2	BCR	Naive CD4+ T
Marrow2_06_BCR.fcs_spill_applied_Naive CD8+ T.txt	M2_06_BCR	stim	marrow2	BCR	Naive CD8+ T
Marrow2_06_BCR.fcs_spill_applied_NK.txt	M2_06_BCR	stim	marrow2	BCR	NK
Marrow2_06_BCR.fcs_spill_applied_Plasma cell.txt	M2_06_BCR	stim	marrow2	BCR	Plasma cell
Marrow2_06_BCR.fcs_spill_applied_Plasmacytoid DC.txt	M2_06_BCR	stim	marrow2	BCR	Plasmacytoid DC
Marrow2_06_BCR.fcs_spill_applied_Platelet.txt	M2_06_BCR	stim	marrow2	BCR	Platelet
Marrow2_06_BCR.fcs_spill_applied_Pre-B I.txt	M2_06_BCR	stim	marrow2	BCR	Pre-B I
Marrow2_06_BCR.fcs_spill_applied_Pre-B II.txt	M2_06_BCR	stim	marrow2	BCR	Pre-B II
Marrow2_07_Flt3L.fcs_spill_applied_CD11b- Monocyte.txt	M2_07_Flt3L	stim	marrow2	Flt3L	CD11b- Monocyte
Marrow2_07_Flt3L.fcs_spill_applied_CD11bhi Monocyte.txt	M2_07_Flt3L	stim	marrow2	Flt3L	CD11bhi Monocyte
Marrow2_07_Flt3L.fcs_spill_applied_CD11bmid Monocyte.txt	M2_07_Flt3L	stim	marrow2	Flt3L	CD11bmid Monocyte
Marrow2_07_Flt3L.fcs_spill_applied_CMP.txt	M2_07_Flt3L	stim	marrow2	Flt3L	CMP
Marrow2_07_Flt3L.fcs_spill_applied_Erythroblast.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Erythroblast
Marrow2_07_Flt3L.fcs_spill_applied_GMP.txt	M2_07_Flt3L	stim	marrow2	Flt3L	GMP
Marrow2_07_Flt3L.fcs_spill_applied_HSC.txt	M2_07_Flt3L	stim	marrow2	Flt3L	HSC
Marrow2_07_Flt3L.fcs_spill_applied_Immature B.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Immature B
Marrow2_07_Flt3L.fcs_spill_applied_Mature CD4+ T.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Memory CD4+ T
Marrow2_07_Flt3L.fcs_spill_applied_Mature CD8+ T.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Memory CD8+ T
Marrow2_07_Flt3L.fcs_spill_applied_Mature CD38lo B.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Mature CD38lo B
Marrow2_07_Flt3L.fcs_spill_applied_Mature CD38mid B.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Mature CD38mid B
Marrow2_07_Flt3L.fcs_spill_applied_Megakaryocyte.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Megakaryocyte
Marrow2_07_Flt3L.fcs_spill_applied_MEP.txt	M2_07_Flt3L	stim	marrow2	Flt3L	MEP
Marrow2_07_Flt3L.fcs_spill_applied_MPP.txt	M2_07_Flt3L	stim	marrow2	Flt3L	MPP
Marrow2_07_Flt3L.fcs_spill_applied_Myelocyte.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Myelocyte
Marrow2_07_Flt3L.fcs_spill_applied_Naive CD4+ T.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Naive CD4+ T
Marrow2_07_Flt3L.fcs_spill_applied_Naive CD8+ T.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Naive CD8+ T
Marrow2_07_Flt3L.fcs_spill_applied_NK.txt	M2_07_Flt3L	stim	marrow2	Flt3L	NK
Marrow2_07_Flt3L.fcs_spill_applied_Plasma cell.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Plasma cell
Marrow2_07_Flt3L.fcs_spill_applied_Plasmacytoid DC.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Plasmacytoid DC
Marrow2_07_Flt3L.fcs_spill_applied_Platelet.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Platelet
Marrow2_07_Flt3L.fcs_spill_applied_Pre-B I.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Pre-B I
Marrow2_07_Flt3L.fcs_spill_applied_Pre-B II.txt	M2_07_Flt3L	stim	marrow2	Flt3L	Pre-B II
Marrow2_08_GCSF.fcs_spill_applied_CD11b- Monocyte.txt	M2_08_GCSF	stim	marrow2	GCSF	CD11b- Monocyte
Marrow2_08_GCSF.fcs_spill_applied_CD11bhi Monocyte.txt	M2_08_GCSF	stim	marrow2	GCSF	CD11bhi Monocyte
Marrow2_08_GCSF.fcs_spill_applied_CD11bmid Monocyte.txt	M2_08_GCSF	stim	marrow2	GCSF	CD11bmid Monocyte
Marrow2_08_GCSF.fcs_spill_applied_CMP.txt	M2_08_GCSF	stim	marrow2	GCSF	CMP
Marrow2_08_GCSF.fcs_spill_applied_Erythroblast.txt	M2_08_GCSF	stim	marrow2	GCSF	Erythroblast
Marrow2_08_GCSF.fcs_spill_applied_GMP.txt	M2_08_GCSF	stim	marrow2	GCSF	GMP
Marrow2_08_GCSF.fcs_spill_applied_HSC.txt	M2_08_GCSF	stim	marrow2	GCSF	HSC
Marrow2_08_GCSF.fcs_spill_applied_Immature B.txt	M2_08_GCSF	stim	marrow2	GCSF	Immature B
Marrow2_08_GCSF.fcs_spill_applied_Mature CD4+ T.txt	M2_08_GCSF	stim	marrow2	GCSF	Memory CD4+ T
Marrow2_08_GCSF.fcs_spill_applied_Mature CD8+ T.txt	M2_08_GCSF	stim	marrow2	GCSF	Memory CD8+ T
Marrow2_08_GCSF.fcs_spill_applied_Mature CD38lo B.txt	M2_08_GCSF	stim	marrow2	GCSF	Mature CD38lo B
Marrow2_08_GCSF.fcs_spill_applied_Mature CD38mid B.txt	M2_08_GCSF	stim	marrow2	GCSF	Mature CD38mid B
Marrow2_08_GCSF.fcs_spill_applied_Megakaryocyte.txt	M2_08_GCSF	stim	marrow2	GCSF	Megakaryocyte
Marrow2_08_GCSF.fcs_spill_applied_MEP.txt	M2_08_GCSF	stim	marrow2	GCSF	MEP
Marrow2_08_GCSF.fcs_spill_applied_MPP.txt	M2_08_GCSF	stim	marrow2	GCSF	MPP
Marrow2_08_GCSF.fcs_spill_applied_Myelocyte.txt	M2_08_GCSF	stim	marrow2	GCSF	Myelocyte
Marrow2_08_GCSF.fcs_spill_applied_Naive CD4+ T.txt	M2_08_GCSF	stim	marrow2	GCSF	Naive CD4+ T
Marrow2_08_GCSF.fcs_spill_applied_Naive CD8+ T.txt	M2_08_GCSF	stim	marrow2	GCSF	Naive CD8+ T
Marrow2_08_GCSF.fcs_spill_applied_NK.txt	M2_08_GCSF	stim	marrow2	GCSF	NK
Marrow2_08_GCSF.fcs_spill_applied_Plasma cell.txt	M2_08_GCSF	stim	marrow2	GCSF	Plasma cell
Marrow2_08_GCSF.fcs_spill_applied_Plasmacytoid DC.txt	M2_08_GCSF	stim	marrow2	GCSF	Plasmacytoid DC
Marrow2_08_GCSF.fcs_spill_applied_Platelet.txt	M2_08_GCSF	stim	marrow2	GCSF	Platelet
Marrow2_08_GCSF.fcs_spill_applied_Pre-B I.txt	M2_08_GCSF	stim	marrow2	GCSF	Pre-B I
Marrow2_08_GCSF.fcs_spill_applied_Pre-B II.txt	M2_08_GCSF	stim	marrow2	GCSF	Pre-B II
Marrow2_09_GMCSF.fcs_spill_applied_CD11b- Monocyte.txt	M2_09_GMCSF	stim	marrow2	GMCSF	CD11b- Monocyte
Marrow2_09_GMCSF.fcs_spill_applied_CD11bhi Monocyte.txt	M2_09_GMCSF	stim	marrow2	GMCSF	CD11bhi Monocyte
Marrow2_09_GMCSF.fcs_spill_applied_CD11bmid Monocyte.txt	M2_09_GMCSF	stim	marrow2	GMCSF	CD11bmid Monocyte
Marrow2_09_GMCSF.fcs_spill_applied_CMP.txt	M2_09_GMCSF	stim	marrow2	GMCSF	CMP
Marrow2_09_GMCSF.fcs_spill_applied_Erythroblast.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Erythroblast
Marrow2_09_GMCSF.fcs_spill_applied_GMP.txt	M2_09_GMCSF	stim	marrow2	GMCSF	GMP
Marrow2_09_GMCSF.fcs_spill_applied_HSC.txt	M2_09_GMCSF	stim	marrow2	GMCSF	HSC
Marrow2_09_GMCSF.fcs_spill_applied_Immature B.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Immature B
Marrow2_09_GMCSF.fcs_spill_applied_Mature CD4+ T.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Memory CD4+ T
Marrow2_09_GMCSF.fcs_spill_applied_Mature CD8+ T.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Memory CD8+ T
Marrow2_09_GMCSF.fcs_spill_applied_Mature CD38lo B.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Mature CD38lo B
Marrow2_09_GMCSF.fcs_spill_applied_Mature CD38mid B.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Mature CD38mid B
Marrow2_09_GMCSF.fcs_spill_applied_Megakaryocyte.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Megakaryocyte
Marrow2_09_GMCSF.fcs_spill_applied_MEP.txt	M2_09_GMCSF	stim	marrow2	GMCSF	MEP
Marrow2_09_GMCSF.fcs_spill_applied_MPP.txt	M2_09_GMCSF	stim	marrow2	GMCSF	MPP
Marrow2_09_GMCSF.fcs_spill_applied_Myelocyte.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Myelocyte
Marrow2_09_GMCSF.fcs_spill_applied_Naive CD4+ T.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Naive CD4+ T
Marrow2_09_GMCSF.fcs_spill_applied_Naive CD8+ T.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Naive CD8+ T
Marrow2_09_GMCSF.fcs_spill_applied_NK.txt	M2_09_GMCSF	stim	marrow2	GMCSF	NK
Marrow2_09_GMCSF.fcs_spill_applied_Plasma cell.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Plasma cell
Marrow2_09_GMCSF.fcs_spill_applied_Plasmacytoid DC.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Plasmacytoid DC
Marrow2_09_GMCSF.fcs_spill_applied_Platelet.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Platelet
Marrow2_09_GMCSF.fcs_spill_applied_Pre-B I.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Pre-B I
Marrow2_09_GMCSF.fcs_spill_applied_Pre-B II.txt	M2_09_GMCSF	stim	marrow2	GMCSF	Pre-B II
Marrow2_10_IFNa.fcs_spill_applied_CD11b- Monocyte.txt	M2_10_IFNa	stim	marrow2	IFNa	CD11b- Monocyte
Marrow2_10_IFNa.fcs_spill_applied_CD11bhi Monocyte.txt	M2_10_IFNa	stim	marrow2	IFNa	CD11bhi Monocyte
Marrow2_10_IFNa.fcs_spill_applied_CD11bmid Monocyte.txt	M2_10_IFNa	stim	marrow2	IFNa	CD11bmid Monocyte
Marrow2_10_IFNa.fcs_spill_applied_CMP.txt	M2_10_IFNa	stim	marrow2	IFNa	CMP
Marrow2_10_IFNa.fcs_spill_applied_Erythroblast.txt	M2_10_IFNa	stim	marrow2	IFNa	Erythroblast
Marrow2_10_IFNa.fcs_spill_applied_GMP.txt	M2_10_IFNa	stim	marrow2	IFNa	GMP
Marrow2_10_IFNa.fcs_spill_applied_HSC.txt	M2_10_IFNa	stim	marrow2	IFNa	HSC
Marrow2_10_IFNa.fcs_spill_applied_Immature B.txt	M2_10_IFNa	stim	marrow2	IFNa	Immature B
Marrow2_10_IFNa.fcs_spill_applied_Mature CD4+ T.txt	M2_10_IFNa	stim	marrow2	IFNa	Memory CD4+ T
Marrow2_10_IFNa.fcs_spill_applied_Mature CD8+ T.txt	M2_10_IFNa	stim	marrow2	IFNa	Memory CD8+ T
Marrow2_10_IFNa.fcs_spill_applied_Mature CD38lo B.txt	M2_10_IFNa	stim	marrow2	IFNa	Mature CD38lo B
Marrow2_10_IFNa.fcs_spill_applied_Mature CD38mid B.txt	M2_10_IFNa	stim	marrow2	IFNa	Mature CD38mid B
Marrow2_10_IFNa.fcs_spill_applied_Megakaryocyte.txt	M2_10_IFNa	stim	marrow2	IFNa	Megakaryocyte
Marrow2_10_IFNa.fcs_spill_applied_MEP.txt	M2_10_IFNa	stim	marrow2	IFNa	MEP
Marrow2_10_IFNa.fcs_spill_applied_MPP.txt	M2_10_IFNa	stim	marrow2	IFNa	MPP
Marrow2_10_IFNa.fcs_spill_applied_Myelocyte.txt	M2_10_IFNa	stim	marrow2	IFNa	Myelocyte
Marrow2_10_IFNa.fcs_spill_applied_Naive CD4+ T.txt	M2_10_IFNa	stim	marrow2	IFNa	Naive CD4+ T
Marrow2_10_IFNa.fcs_spill_applied_Naive CD8+ T.txt	M2_10_IFNa	stim	marrow2	IFNa	Naive CD8+ T
Marrow2_10_IFNa.fcs_spill_applied_NK.txt	M2_10_IFNa	stim	marrow2	IFNa	NK
Marrow2_10_IFNa.fcs_spill_applied_Plasma cell.txt	M2_10_IFNa	stim	marrow2	IFNa	Plasma cell
Marrow2_10_IFNa.fcs_spill_applied_Plasmacytoid DC.txt	M2_10_IFNa	stim	marrow2	IFNa	Plasmacytoid DC
Marrow2_10_IFNa.fcs_spill_applied_Platelet.txt	M2_10_IFNa	stim	marrow2	IFNa	Platelet
Marrow2_10_IFNa.fcs_spill_applied_Pre-B I.txt	M2_10_IFNa	stim	marrow2	IFNa	Pre-B I
Marrow2_10_IFNa.fcs_spill_applied_Pre-B II.txt	M2_10_IFNa	stim	marrow2	IFNa	Pre-B II
Marrow2_11_IL3.fcs_spill_applied_CD11b- Monocyte.txt	M2_11_IL3	stim	marrow2	IL3	CD11b- Monocyte
Marrow2_11_IL3.fcs_spill_applied_CD11bhi Monocyte.txt	M2_11_IL3	stim	marrow2	IL3	CD11bhi Monocyte
Marrow2_11_IL3.fcs_spill_applied_CD11bmid Monocyte.txt	M2_11_IL3	stim	marrow2	IL3	CD11bmid Monocyte
Marrow2_11_IL3.fcs_spill_applied_CMP.txt	M2_11_IL3	stim	marrow2	IL3	CMP
Marrow2_11_IL3.fcs_spill_applied_Erythroblast.txt	M2_11_IL3	stim	marrow2	IL3	Erythroblast
Marrow2_11_IL3.fcs_spill_applied_GMP.txt	M2_11_IL3	stim	marrow2	IL3	GMP
Marrow2_11_IL3.fcs_spill_applied_HSC.txt	M2_11_IL3	stim	marrow2	IL3	HSC
Marrow2_11_IL3.fcs_spill_applied_Immature B.txt	M2_11_IL3	stim	marrow2	IL3	Immature B
Marrow2_11_IL3.fcs_spill_applied_Mature CD4+ T.txt	M2_11_IL3	stim	marrow2	IL3	Memory CD4+ T
Marrow2_11_IL3.fcs_spill_applied_Mature CD8+ T.txt	M2_11_IL3	stim	marrow2	IL3	Memory CD8+ T
Marrow2_11_IL3.fcs_spill_applied_Mature CD38lo B.txt	M2_11_IL3	stim	marrow2	IL3	Mature CD38lo B
Marrow2_11_IL3.fcs_spill_applied_Mature CD38mid B.txt	M2_11_IL3	stim	marrow2	IL3	Mature CD38mid B
Marrow2_11_IL3.fcs_spill_applied_Megakaryocyte.txt	M2_11_IL3	stim	marrow2	IL3	Megakaryocyte
Marrow2_11_IL3.fcs_spill_applied_MEP.txt	M2_11_IL3	stim	marrow2	IL3	MEP
Marrow2_11_IL3.fcs_spill_applied_MPP.txt	M2_11_IL3	stim	marrow2	IL3	MPP
Marrow2_11_IL3.fcs_spill_applied_Myelocyte.txt	M2_11_IL3	stim	marrow2	IL3	Myelocyte
Marrow2_11_IL3.fcs_spill_applied_Naive CD4+ T.txt	M2_11_IL3	stim	marrow2	IL3	Naive CD4+ T
Marrow2_11_IL3.fcs_spill_applied_Naive CD8+ T.txt	M2_11_IL3	stim	marrow2	IL3	Naive CD8+ T
Marrow2_11_IL3.fcs_spill_applied_NK.txt	M2_11_IL3	stim	marrow2	IL3	NK
Marrow2_11_IL3.fcs_spill_applied_Plasma cell.txt	M2_11_IL3	stim	marrow2	IL3	Plasma cell
Marrow2_11_IL3.fcs_spill_applied_Plasmacytoid DC.txt	M2_11_IL3	stim	marrow2	IL3	Plasmacytoid DC
Marrow2_11_IL3.fcs_spill_applied_Platelet.txt	M2_11_IL3	stim	marrow2	IL3	Platelet
Marrow2_11_IL3.fcs_spill_applied_Pre-B I.txt	M2_11_IL3	stim	marrow2	IL3	Pre-B I
Marrow2_11_IL3.fcs_spill_applied_Pre-B II.txt	M2_11_IL3	stim	marrow2	IL3	Pre-B II
Marrow2_12_IL7.fcs_spill_applied_CD11b- Monocyte.txt	M2_12_IL7	stim	marrow2	IL7	CD11b- Monocyte
Marrow2_12_IL7.fcs_spill_applied_CD11bhi Monocyte.txt	M2_12_IL7	stim	marrow2	IL7	CD11bhi Monocyte
Marrow2_12_IL7.fcs_spill_applied_CD11bmid Monocyte.txt	M2_12_IL7	stim	marrow2	IL7	CD11bmid Monocyte
Marrow2_12_IL7.fcs_spill_applied_CMP.txt	M2_12_IL7	stim	marrow2	IL7	CMP
Marrow2_12_IL7.fcs_spill_applied_Erythroblast.txt	M2_12_IL7	stim	marrow2	IL7	Erythroblast
Marrow2_12_IL7.fcs_spill_applied_GMP.txt	M2_12_IL7	stim	marrow2	IL7	GMP
Marrow2_12_IL7.fcs_spill_applied_HSC.txt	M2_12_IL7	stim	marrow2	IL7	HSC
Marrow2_12_IL7.fcs_spill_applied_Immature B.txt	M2_12_IL7	stim	marrow2	IL7	Immature B
Marrow2_12_IL7.fcs_spill_applied_Mature CD4+ T.txt	M2_12_IL7	stim	marrow2	IL7	Memory CD4+ T
Marrow2_12_IL7.fcs_spill_applied_Mature CD8+ T.txt	M2_12_IL7	stim	marrow2	IL7	Memory CD8+ T
Marrow2_12_IL7.fcs_spill_applied_Mature CD38lo B.txt	M2_12_IL7	stim	marrow2	IL7	Mature CD38lo B
Marrow2_12_IL7.fcs_spill_applied_Mature CD38mid B.txt	M2_12_IL7	stim	marrow2	IL7	Mature CD38mid B
Marrow2_12_IL7.fcs_spill_applied_Megakaryocyte.txt	M2_12_IL7	stim	marrow2	IL7	Megakaryocyte
Marrow2_12_IL7.fcs_spill_applied_MEP.txt	M2_12_IL7	stim	marrow2	IL7	MEP
Marrow2_12_IL7.fcs_spill_applied_MPP.txt	M2_12_IL7	stim	marrow2	IL7	MPP
Marrow2_12_IL7.fcs_spill_applied_Myelocyte.txt	M2_12_IL7	stim	marrow2	IL7	Myelocyte
Marrow2_12_IL7.fcs_spill_applied_Naive CD4+ T.txt	M2_12_IL7	stim	marrow2	IL7	Naive CD4+ T
Marrow2_12_IL7.fcs_spill_applied_Naive CD8+ T.txt	M2_12_IL7	stim	marrow2	IL7	Naive CD8+ T
Marrow2_12_IL7.fcs_spill_applied_NK.txt	M2_12_IL7	stim	marrow2	IL7	NK
Marrow2_12_IL7.fcs_spill_applied_Plasma cell.txt	M2_12_IL7	stim	marrow2	IL7	Plasma cell
Marrow2_12_IL7.fcs_spill_applied_Plasmacytoid DC.txt	M2_12_IL7	stim	marrow2	IL7	Plasmacytoid DC
Marrow2_12_IL7.fcs_spill_applied_Platelet.txt	M2_12_IL7	stim	marrow2	IL7	Platelet
Marrow2_12_IL7.fcs_spill_applied_Pre-B I.txt	M2_12_IL7	stim	marrow2	IL7	Pre-B I
Marrow2_12_IL7.fcs_spill_applied_Pre-B II.txt	M2_12_IL7	stim	marrow2	IL7	Pre-B II
Marrow2_13_LPS.fcs_spill_applied_CD11b- Monocyte.txt	M2_13_LPS	stim	marrow2	LPS	CD11b- Monocyte
Marrow2_13_LPS.fcs_spill_applied_CD11bhi Monocyte.txt	M2_13_LPS	stim	marrow2	LPS	CD11bhi Monocyte
Marrow2_13_LPS.fcs_spill_applied_CD11bmid Monocyte.txt	M2_13_LPS	stim	marrow2	LPS	CD11bmid Monocyte
Marrow2_13_LPS.fcs_spill_applied_CMP.txt	M2_13_LPS	stim	marrow2	LPS	CMP
Marrow2_13_LPS.fcs_spill_applied_Erythroblast.txt	M2_13_LPS	stim	marrow2	LPS	Erythroblast
Marrow2_13_LPS.fcs_spill_applied_GMP.txt	M2_13_LPS	stim	marrow2	LPS	GMP
Marrow2_13_LPS.fcs_spill_applied_HSC.txt	M2_13_LPS	stim	marrow2	LPS	HSC
Marrow2_13_LPS.fcs_spill_applied_Immature B.txt	M2_13_LPS	stim	marrow2	LPS	Immature B
Marrow2_13_LPS.fcs_spill_applied_Mature CD4+ T.txt	M2_13_LPS	stim	marrow2	LPS	Memory CD4+ T
Marrow2_13_LPS.fcs_spill_applied_Mature CD8+ T.txt	M2_13_LPS	stim	marrow2	LPS	Memory CD8+ T
Marrow2_13_LPS.fcs_spill_applied_Mature CD38lo B.txt	M2_13_LPS	stim	marrow2	LPS	Mature CD38lo B
Marrow2_13_LPS.fcs_spill_applied_Mature CD38mid B.txt	M2_13_LPS	stim	marrow2	LPS	Mature CD38mid B
Marrow2_13_LPS.fcs_spill_applied_Megakaryocyte.txt	M2_13_LPS	stim	marrow2	LPS	Megakaryocyte
Marrow2_13_LPS.fcs_spill_applied_MEP.txt	M2_13_LPS	stim	marrow2	LPS	MEP
Marrow2_13_LPS.fcs_spill_applied_MPP.txt	M2_13_LPS	stim	marrow2	LPS	MPP
Marrow2_13_LPS.fcs_spill_applied_Myelocyte.txt	M2_13_LPS	stim	marrow2	LPS	Myelocyte
